date,campaign_id,platform,impressions,clicks,conversions,spend,ctr,conversion_rate,cost_per_click,cost_per_conversion
2023-12-21,CAMP_005,Google Ads,3865,642,38,857.67,16.61,5.92,1.34,22.57
2023-02-03,CAMP_009,Facebook Ads,34182,995,50,366.44,2.91,5.03,0.37,7.33
2023-03-02,CAMP_001,LinkedIn Ads,20577,958,41,109.77,4.66,4.28,0.11,2.68
2023-12-14,CAMP_003,Instagram Ads,36545,880,18,763.29,2.41,2.05,0.87,42.41
2023-01-15,CAMP_001,Instagram Ads,61963,188,16,293.2,0.3,8.51,1.56,18.32
2023-01-13,CAMP_006,Google Ads,28789,856,15,387.52,2.97,1.75,0.45,25.83
2023-08-07,CAMP_005,LinkedIn Ads,58065,118,2,97.39,0.2,1.69,0.83,48.7
2023-08-31,CAMP_001,Google Ads,52567,75,15,742.49,0.14,20.0,9.9,49.5
2023-08-13,CAMP_002,Facebook Ads,98083,784,9,814.51,0.8,1.15,1.04,90.5
2023-12-26,CAMP_001,LinkedIn Ads,86392,100,21,336.46,0.12,21.0,3.36,16.02
2023-06-17,CAMP_004,Google Ads,45039,948,9,804.83,2.1,0.95,0.85,89.43
2023-10-23,CAMP_006,Facebook Ads,86699,712,45,350.97,0.82,6.32,0.49,7.8
2023-03-22,CAMP_003,Google Ads,9114,246,45,142.21,2.7,18.29,0.58,3.16
2023-08-16,CAMP_007,LinkedIn Ads,58862,561,49,609.47,0.95,8.73,1.09,12.44
2023-06-11,CAMP_001,Instagram Ads,65869,133,10,206.16,0.2,7.52,1.55,20.62
2023-03-14,CAMP_010,Instagram Ads,28293,856,10,899.09,3.03,1.17,1.05,89.91
2023-07-10,CAMP_005,Google Ads,57732,379,35,205.63,0.66,9.23,0.54,5.88
2023-06-25,CAMP_006,Instagram Ads,21619,117,27,433.27,0.54,23.08,3.7,16.05
2023-02-03,CAMP_008,Facebook Ads,15255,424,37,663.45,2.78,8.73,1.56,17.93
2023-09-24,CAMP_008,Google Ads,29765,238,48,513.91,0.8,20.17,2.16,10.71
2023-06-22,CAMP_007,LinkedIn Ads,87595,870,7,163.85,0.99,0.8,0.19,23.41
2023-05-29,CAMP_002,Facebook Ads,95709,584,28,601.31,0.61,4.79,1.03,21.48
2023-03-18,CAMP_007,Google Ads,29565,316,41,355.43,1.07,12.97,1.12,8.67
2023-04-21,CAMP_002,Instagram Ads,32623,280,26,227.65,0.86,9.29,0.81,8.76
2023-04-30,CAMP_007,Instagram Ads,55401,151,11,219.49,0.27,7.28,1.45,19.95
2023-05-12,CAMP_004,Facebook Ads,84826,368,25,377.25,0.43,6.79,1.03,15.09
2023-08-14,CAMP_006,Google Ads,64353,298,43,628.75,0.46,14.43,2.11,14.62
2023-01-01,CAMP_007,Instagram Ads,29495,238,8,605.73,0.81,3.36,2.55,75.72
2023-09-14,CAMP_010,LinkedIn Ads,31046,899,47,90.89,2.9,5.23,0.1,1.93
2023-06-08,CAMP_004,Instagram Ads,16041,884,11,892.05,5.51,1.24,1.01,81.1
2023-06-02,CAMP_008,Instagram Ads,68804,940,50,827.0,1.37,5.32,0.88,16.54
2023-06-25,CAMP_007,Google Ads,87738,561,19,499.86,0.64,3.39,0.89,26.31
2023-02-07,CAMP_002,Instagram Ads,92747,713,10,475.75,0.77,1.4,0.67,47.58
2023-12-13,CAMP_010,LinkedIn Ads,27646,178,42,989.0,0.64,23.6,5.56,23.55
2023-09-05,CAMP_010,Instagram Ads,67816,490,31,769.04,0.72,6.33,1.57,24.81
2023-04-02,CAMP_007,Google Ads,72340,190,25,85.72,0.26,13.16,0.45,3.43
2023-01-03,CAMP_002,Google Ads,36289,448,35,432.25,1.23,7.81,0.96,12.35
2023-01-30,CAMP_007,Google Ads,33092,821,28,907.12,2.48,3.41,1.1,32.4
2023-07-15,CAMP_007,Google Ads,87476,116,13,244.7,0.13,11.21,2.11,18.82
2023-06-07,CAMP_006,Facebook Ads,1827,80,32,138.99,4.38,40.0,1.74,4.34
2023-05-27,CAMP_008,Google Ads,21777,699,3,642.55,3.21,0.43,0.92,214.18
2023-05-30,CAMP_003,Google Ads,21457,275,42,922.98,1.28,15.27,3.36,21.98
2023-11-24,CAMP_002,Instagram Ads,12926,405,43,295.41,3.13,10.62,0.73,6.87
2023-08-11,CAMP_008,Instagram Ads,45773,646,2,474.35,1.41,0.31,0.73,237.18
2023-12-15,CAMP_003,LinkedIn Ads,5445,349,32,137.42,6.41,9.17,0.39,4.29
2023-03-28,CAMP_004,Facebook Ads,73702,105,38,954.99,0.14,36.19,9.1,25.13
2023-09-24,CAMP_007,Google Ads,13172,686,20,153.09,5.21,2.92,0.22,7.65
2023-02-18,CAMP_007,LinkedIn Ads,79560,609,16,67.5,0.77,2.63,0.11,4.22
2023-08-01,CAMP_006,LinkedIn Ads,3333,748,10,299.33,22.44,1.34,0.4,29.93
2023-04-09,CAMP_007,Instagram Ads,78471,936,40,526.73,1.19,4.27,0.56,13.17
2023-03-12,CAMP_003,Google Ads,1148,313,41,812.14,27.26,13.1,2.59,19.81
2023-06-23,CAMP_008,Facebook Ads,17819,691,41,102.0,3.88,5.93,0.15,2.49
2023-07-26,CAMP_007,LinkedIn Ads,68828,936,14,131.75,1.36,1.5,0.14,9.41
2023-04-10,CAMP_006,Google Ads,61518,488,7,645.29,0.79,1.43,1.32,92.18
2023-02-12,CAMP_002,LinkedIn Ads,39577,257,32,325.51,0.65,12.45,1.27,10.17
2023-01-06,CAMP_005,LinkedIn Ads,3034,636,39,177.85,20.96,6.13,0.28,4.56
2023-07-13,CAMP_001,Google Ads,18617,623,1,927.39,3.35,0.16,1.49,927.39
2023-12-07,CAMP_001,Instagram Ads,89618,673,37,442.83,0.75,5.5,0.66,11.97
2023-03-07,CAMP_001,LinkedIn Ads,26054,451,35,163.19,1.73,7.76,0.36,4.66
2023-07-08,CAMP_008,Facebook Ads,20261,789,12,646.02,3.89,1.52,0.82,53.84
2023-06-25,CAMP_007,Google Ads,89951,260,49,292.58,0.29,18.85,1.13,5.97
2023-03-11,CAMP_002,Facebook Ads,98747,753,19,524.42,0.76,2.52,0.7,27.6
2023-04-30,CAMP_007,Facebook Ads,62254,362,16,150.52,0.58,4.42,0.42,9.41
2023-11-22,CAMP_009,Google Ads,35272,681,8,959.32,1.93,1.17,1.41,119.92
2023-09-29,CAMP_005,Google Ads,26325,216,49,457.52,0.82,22.69,2.12,9.34
2023-09-28,CAMP_005,LinkedIn Ads,59848,829,44,451.75,1.39,5.31,0.54,10.27
2023-12-10,CAMP_007,Instagram Ads,67098,207,7,65.32,0.31,3.38,0.32,9.33
2023-07-23,CAMP_009,Google Ads,89706,931,16,502.26,1.04,1.72,0.54,31.39
2023-11-09,CAMP_006,LinkedIn Ads,74654,186,20,684.98,0.25,10.75,3.68,34.25
2023-05-10,CAMP_004,LinkedIn Ads,48529,350,43,160.24,0.72,12.29,0.46,3.73
2023-04-10,CAMP_007,Google Ads,62367,485,14,838.84,0.78,2.89,1.73,59.92
2023-03-24,CAMP_010,LinkedIn Ads,67466,912,22,677.41,1.35,2.41,0.74,30.79
2023-02-21,CAMP_006,LinkedIn Ads,54131,716,48,87.67,1.32,6.7,0.12,1.83
2023-12-26,CAMP_002,LinkedIn Ads,66515,280,10,205.06,0.42,3.57,0.73,20.51
2023-07-19,CAMP_002,Google Ads,11868,696,10,182.47,5.86,1.44,0.26,18.25
2023-11-07,CAMP_007,Google Ads,66678,149,0,138.62,0.22,0.0,0.93,
2023-08-20,CAMP_008,Instagram Ads,83325,199,48,459.39,0.24,24.12,2.31,9.57
2023-11-22,CAMP_009,Google Ads,4119,586,0,993.0,14.23,0.0,1.69,
2023-06-22,CAMP_008,Facebook Ads,72574,610,31,730.45,0.84,5.08,1.2,23.56
2023-05-12,CAMP_006,Instagram Ads,2059,615,31,856.66,29.87,5.04,1.39,27.63
2023-03-24,CAMP_005,LinkedIn Ads,49974,260,8,355.71,0.52,3.08,1.37,44.46
2023-03-04,CAMP_004,Facebook Ads,38523,422,4,286.15,1.1,0.95,0.68,71.54
2023-06-18,CAMP_002,Google Ads,54956,490,26,276.14,0.89,5.31,0.56,10.62
2023-02-13,CAMP_005,LinkedIn Ads,48769,609,23,754.08,1.25,3.78,1.24,32.79
2023-10-16,CAMP_007,LinkedIn Ads,90609,76,8,801.37,0.08,10.53,10.54,100.17
2023-10-03,CAMP_008,LinkedIn Ads,28698,540,2,160.96,1.88,0.37,0.3,80.48
2023-04-09,CAMP_002,Instagram Ads,81639,365,41,635.74,0.45,11.23,1.74,15.51
2023-10-10,CAMP_010,LinkedIn Ads,28176,377,26,436.46,1.34,6.9,1.16,16.79
2023-11-29,CAMP_008,LinkedIn Ads,75093,12,18,421.91,0.02,150.0,35.16,23.44
2023-10-25,CAMP_008,Google Ads,18928,568,23,138.87,3.0,4.05,0.24,6.04
2023-05-09,CAMP_002,Google Ads,29383,923,31,545.0,3.14,3.36,0.59,17.58
2023-07-06,CAMP_008,Facebook Ads,55871,422,15,892.79,0.76,3.55,2.12,59.52
2023-02-19,CAMP_005,LinkedIn Ads,74288,656,8,374.64,0.88,1.22,0.57,46.83
2023-11-01,CAMP_004,Google Ads,88566,622,50,97.43,0.7,8.04,0.16,1.95
2023-11-11,CAMP_003,Facebook Ads,52433,41,23,139.95,0.08,56.1,3.41,6.08
2023-04-16,CAMP_001,Google Ads,65905,298,4,393.93,0.45,1.34,1.32,98.48
2023-03-30,CAMP_001,LinkedIn Ads,33628,744,35,222.2,2.21,4.7,0.3,6.35
2023-06-24,CAMP_009,Google Ads,93693,207,6,571.3,0.22,2.9,2.76,95.22
2023-06-14,CAMP_001,Google Ads,50827,413,13,92.12,0.81,3.15,0.22,7.09
2023-01-22,CAMP_006,LinkedIn Ads,21759,501,17,977.51,2.3,3.39,1.95,57.5
2023-09-01,CAMP_008,Instagram Ads,33479,665,44,192.74,1.99,6.62,0.29,4.38
2023-03-25,CAMP_001,Instagram Ads,2167,723,25,246.89,33.36,3.46,0.34,9.88
2023-06-19,CAMP_003,Instagram Ads,15736,456,34,428.32,2.9,7.46,0.94,12.6
2023-04-17,CAMP_005,Facebook Ads,89549,293,3,251.92,0.33,1.02,0.86,83.97
2023-05-03,CAMP_008,Instagram Ads,34659,103,39,621.06,0.3,37.86,6.03,15.92
2023-01-12,CAMP_002,Instagram Ads,34837,438,22,627.65,1.26,5.02,1.43,28.53
2023-12-26,CAMP_010,Instagram Ads,54366,773,20,635.53,1.42,2.59,0.82,31.78
2023-09-02,CAMP_005,Google Ads,82586,786,41,413.57,0.95,5.22,0.53,10.09
2023-12-06,CAMP_002,LinkedIn Ads,96137,20,40,827.07,0.02,200.0,41.35,20.68
2023-09-13,CAMP_004,Instagram Ads,63027,314,0,317.36,0.5,0.0,1.01,
2023-12-29,CAMP_003,Instagram Ads,99893,957,18,169.19,0.96,1.88,0.18,9.4
2023-01-15,CAMP_008,Google Ads,17523,955,9,267.33,5.45,0.94,0.28,29.7
2023-09-18,CAMP_010,Google Ads,66611,431,37,876.03,0.65,8.58,2.03,23.68
2023-11-06,CAMP_007,Google Ads,91092,200,26,128.34,0.22,13.0,0.64,4.94
2023-03-07,CAMP_004,LinkedIn Ads,97290,602,45,419.53,0.62,7.48,0.7,9.32
2023-02-26,CAMP_010,LinkedIn Ads,11351,588,14,791.78,5.18,2.38,1.35,56.56
2023-10-31,CAMP_003,Facebook Ads,76932,872,31,191.49,1.13,3.56,0.22,6.18
2023-07-05,CAMP_010,LinkedIn Ads,84857,145,20,626.2,0.17,13.79,4.32,31.31
2023-07-14,CAMP_007,Facebook Ads,4663,501,4,151.05,10.74,0.8,0.3,37.76
2023-09-02,CAMP_004,LinkedIn Ads,30007,817,7,872.41,2.72,0.86,1.07,124.63
2023-09-05,CAMP_003,Facebook Ads,49155,365,39,551.84,0.74,10.68,1.51,14.15
2023-09-07,CAMP_004,Facebook Ads,29797,433,45,175.75,1.45,10.39,0.41,3.91
2023-03-09,CAMP_001,LinkedIn Ads,5802,866,10,670.88,14.93,1.15,0.77,67.09
2023-05-29,CAMP_007,LinkedIn Ads,28987,851,22,957.75,2.94,2.59,1.13,43.53
2023-09-21,CAMP_007,Google Ads,23894,596,25,349.05,2.49,4.19,0.59,13.96
2023-05-05,CAMP_005,Instagram Ads,80244,977,42,929.82,1.22,4.3,0.95,22.14
2023-07-20,CAMP_003,Instagram Ads,67727,409,28,346.86,0.6,6.85,0.85,12.39
2023-10-27,CAMP_009,Facebook Ads,96760,769,22,192.08,0.79,2.86,0.25,8.73
2023-02-25,CAMP_008,LinkedIn Ads,29814,868,11,252.57,2.91,1.27,0.29,22.96
2023-02-17,CAMP_002,Google Ads,22531,314,36,330.56,1.39,11.46,1.05,9.18
2023-12-22,CAMP_005,Instagram Ads,19666,838,2,409.19,4.26,0.24,0.49,204.59
2023-12-09,CAMP_003,Google Ads,99397,867,21,333.95,0.87,2.42,0.39,15.9
2023-08-13,CAMP_003,Google Ads,14933,940,4,816.74,6.29,0.43,0.87,204.19
2023-12-05,CAMP_002,Instagram Ads,78079,523,45,868.74,0.67,8.6,1.66,19.31
2023-06-30,CAMP_008,Google Ads,5969,933,43,600.74,15.63,4.61,0.64,13.97
2023-06-18,CAMP_003,Google Ads,32896,248,49,804.17,0.75,19.76,3.24,16.41
2023-04-08,CAMP_004,Google Ads,85349,288,2,890.45,0.34,0.69,3.09,445.23
2023-05-29,CAMP_002,LinkedIn Ads,33943,732,49,777.07,2.16,6.69,1.06,15.86
2023-03-14,CAMP_005,Facebook Ads,4068,611,40,840.63,15.02,6.55,1.38,21.02
2023-03-20,CAMP_007,Google Ads,9361,984,28,985.48,10.51,2.85,1.0,35.2
2023-09-13,CAMP_005,Instagram Ads,72940,659,20,776.95,0.9,3.03,1.18,38.85
2023-02-20,CAMP_007,LinkedIn Ads,58925,106,36,441.81,0.18,33.96,4.17,12.27
2023-08-13,CAMP_009,LinkedIn Ads,25218,777,42,871.09,3.08,5.41,1.12,20.74
2023-04-22,CAMP_006,Google Ads,37996,920,24,420.06,2.42,2.61,0.46,17.5
2023-09-12,CAMP_010,Facebook Ads,50687,711,4,517.03,1.4,0.56,0.73,129.26
2023-01-13,CAMP_006,Instagram Ads,30857,231,23,709.73,0.75,9.96,3.07,30.86
2023-10-20,CAMP_010,Facebook Ads,27527,813,38,582.93,2.95,4.67,0.72,15.34
2023-07-05,CAMP_007,Google Ads,28757,29,9,254.87,0.1,31.03,8.79,28.32
2023-05-09,CAMP_007,LinkedIn Ads,82684,198,26,784.24,0.24,13.13,3.96,30.16
2023-01-23,CAMP_009,Google Ads,47508,151,37,152.1,0.32,24.5,1.01,4.11
2023-02-03,CAMP_007,Instagram Ads,9049,159,33,55.84,1.76,20.75,0.35,1.69
2023-12-21,CAMP_010,Google Ads,11342,706,40,352.91,6.22,5.67,0.5,8.82
2023-11-29,CAMP_007,Instagram Ads,48876,685,22,84.73,1.4,3.21,0.12,3.85
2023-09-02,CAMP_003,Facebook Ads,18114,937,39,365.85,5.17,4.16,0.39,9.38
2023-05-21,CAMP_005,Google Ads,6022,451,15,625.89,7.49,3.33,1.39,41.73
2023-04-19,CAMP_009,Google Ads,80446,173,19,843.69,0.22,10.98,4.88,44.4
2023-07-28,CAMP_002,Google Ads,54531,177,1,756.69,0.32,0.56,4.28,756.69
2023-04-07,CAMP_001,Facebook Ads,36147,78,32,218.84,0.22,41.03,2.81,6.84
2023-03-26,CAMP_005,Google Ads,22775,957,41,155.5,4.2,4.28,0.16,3.79
2023-10-18,CAMP_001,Google Ads,68928,85,4,316.82,0.12,4.71,3.73,79.2
2023-10-26,CAMP_010,Google Ads,34808,664,9,622.3,1.91,1.36,0.94,69.14
2023-12-26,CAMP_009,Google Ads,87047,937,29,729.37,1.08,3.09,0.78,25.15
2023-07-22,CAMP_001,Instagram Ads,30467,399,47,835.98,1.31,11.78,2.1,17.79
2023-06-02,CAMP_008,Instagram Ads,2933,709,39,300.68,24.17,5.5,0.42,7.71
2023-07-24,CAMP_009,Facebook Ads,46921,198,36,63.46,0.42,18.18,0.32,1.76
2023-07-22,CAMP_007,Facebook Ads,85516,966,18,781.9,1.13,1.86,0.81,43.44
2023-08-08,CAMP_001,LinkedIn Ads,84746,313,0,130.34,0.37,0.0,0.42,
2023-06-12,CAMP_005,Google Ads,59348,200,2,354.01,0.34,1.0,1.77,177.0
2023-12-20,CAMP_006,Facebook Ads,4062,361,3,929.48,8.89,0.83,2.57,309.83
2023-02-10,CAMP_010,Instagram Ads,90535,503,16,205.24,0.56,3.18,0.41,12.83
2023-09-16,CAMP_005,Google Ads,9112,228,44,895.87,2.5,19.3,3.93,20.36
2023-01-18,CAMP_004,Google Ads,17880,202,25,337.67,1.13,12.38,1.67,13.51
2023-01-26,CAMP_006,Instagram Ads,48189,392,46,65.97,0.81,11.73,0.17,1.43
2023-03-20,CAMP_004,Instagram Ads,97185,860,34,303.56,0.88,3.95,0.35,8.93
2023-09-25,CAMP_004,Google Ads,5292,381,43,359.11,7.2,11.29,0.94,8.35
2023-03-27,CAMP_006,Instagram Ads,6820,615,13,447.39,9.02,2.11,0.73,34.41
2023-12-28,CAMP_010,Google Ads,58106,626,34,956.39,1.08,5.43,1.53,28.13
2023-10-31,CAMP_004,Facebook Ads,99188,179,20,901.13,0.18,11.17,5.03,45.06
2023-08-05,CAMP_005,LinkedIn Ads,35874,201,47,169.95,0.56,23.38,0.85,3.62
2023-03-09,CAMP_007,Google Ads,45899,919,6,610.44,2.0,0.65,0.66,101.74
2023-12-22,CAMP_003,Facebook Ads,7246,85,11,195.33,1.17,12.94,2.3,17.76
2023-05-31,CAMP_010,Instagram Ads,17538,984,36,348.1,5.61,3.66,0.35,9.67
2023-08-11,CAMP_005,Google Ads,18850,687,15,146.62,3.64,2.18,0.21,9.77
2023-04-03,CAMP_009,LinkedIn Ads,22027,549,5,997.42,2.49,0.91,1.82,199.48
2023-11-22,CAMP_010,Facebook Ads,46443,118,22,751.9,0.25,18.64,6.37,34.18
2023-09-19,CAMP_004,Facebook Ads,74273,285,27,238.99,0.38,9.47,0.84,8.85
2023-07-26,CAMP_010,Instagram Ads,43950,351,27,753.38,0.8,7.69,2.15,27.9
2023-02-20,CAMP_005,Facebook Ads,89739,686,49,344.96,0.76,7.14,0.5,7.04
2023-05-21,CAMP_002,Google Ads,23127,299,21,244.25,1.29,7.02,0.82,11.63
2023-05-13,CAMP_007,Facebook Ads,58814,895,7,701.35,1.52,0.78,0.78,100.19
2023-10-24,CAMP_001,Facebook Ads,93291,433,24,464.71,0.46,5.54,1.07,19.36
2023-09-11,CAMP_009,Instagram Ads,74170,584,30,770.69,0.79,5.14,1.32,25.69
2023-05-23,CAMP_006,Google Ads,85793,51,17,998.97,0.06,33.33,19.59,58.76
2023-12-08,CAMP_003,Google Ads,23818,242,18,243.98,1.02,7.44,1.01,13.55
2023-12-20,CAMP_004,LinkedIn Ads,37681,232,48,115.32,0.62,20.69,0.5,2.4
2023-03-20,CAMP_005,Instagram Ads,73421,697,28,475.66,0.95,4.02,0.68,16.99
2023-11-18,CAMP_001,LinkedIn Ads,84091,502,12,249.35,0.6,2.39,0.5,20.78
2023-12-01,CAMP_006,Facebook Ads,53902,833,13,62.26,1.55,1.56,0.07,4.79
2023-10-09,CAMP_010,LinkedIn Ads,73408,484,2,797.25,0.66,0.41,1.65,398.62
2023-02-06,CAMP_008,Instagram Ads,28965,524,8,973.76,1.81,1.53,1.86,121.72
2023-09-18,CAMP_008,Instagram Ads,52444,264,26,745.5,0.5,9.85,2.82,28.67
2023-08-14,CAMP_004,Instagram Ads,26195,202,29,141.85,0.77,14.36,0.7,4.89
2023-02-04,CAMP_003,LinkedIn Ads,10179,261,17,808.67,2.56,6.51,3.1,47.57
2023-10-23,CAMP_005,LinkedIn Ads,8313,952,27,493.04,11.45,2.84,0.52,18.26
2023-05-20,CAMP_006,Google Ads,46007,137,37,426.71,0.3,27.01,3.11,11.53
2023-03-18,CAMP_006,Facebook Ads,35007,998,16,505.9,2.85,1.6,0.51,31.62
2023-09-09,CAMP_003,Facebook Ads,93843,314,32,285.83,0.33,10.19,0.91,8.93
2023-09-12,CAMP_006,LinkedIn Ads,46418,650,40,991.16,1.4,6.15,1.52,24.78
2023-12-19,CAMP_006,Facebook Ads,37518,711,8,529.02,1.9,1.13,0.74,66.13
2023-03-10,CAMP_003,LinkedIn Ads,20202,531,4,185.15,2.63,0.75,0.35,46.29
2023-06-13,CAMP_009,Google Ads,7437,569,42,174.81,7.65,7.38,0.31,4.16
2023-07-12,CAMP_007,LinkedIn Ads,41160,775,35,867.48,1.88,4.52,1.12,24.79
2023-09-09,CAMP_001,Facebook Ads,74828,33,28,982.14,0.04,84.85,29.76,35.08
2023-11-30,CAMP_001,LinkedIn Ads,38358,622,37,320.11,1.62,5.95,0.51,8.65
2023-04-16,CAMP_003,Facebook Ads,1228,368,16,807.23,29.97,4.35,2.19,50.45
2023-04-08,CAMP_004,Facebook Ads,70322,730,34,982.12,1.04,4.66,1.35,28.89
2023-01-11,CAMP_004,Facebook Ads,36575,898,25,299.8,2.46,2.78,0.33,11.99
2023-04-09,CAMP_005,Facebook Ads,13591,648,30,569.34,4.77,4.63,0.88,18.98
2023-11-28,CAMP_010,Instagram Ads,9840,602,3,542.41,6.12,0.5,0.9,180.8
2023-08-07,CAMP_003,Instagram Ads,20676,247,33,246.89,1.19,13.36,1.0,7.48
2023-10-28,CAMP_009,Facebook Ads,6738,459,34,337.0,6.81,7.41,0.73,9.91
2023-06-13,CAMP_008,Instagram Ads,26887,907,20,845.11,3.37,2.21,0.93,42.26
2023-09-16,CAMP_006,LinkedIn Ads,82301,1000,24,874.46,1.22,2.4,0.87,36.44
2023-05-24,CAMP_007,Instagram Ads,59795,348,36,699.71,0.58,10.34,2.01,19.44
2023-09-21,CAMP_001,LinkedIn Ads,47879,39,2,276.92,0.08,5.13,7.1,138.46
2023-08-23,CAMP_002,Google Ads,39878,815,48,113.84,2.04,5.89,0.14,2.37
2023-10-26,CAMP_004,Facebook Ads,39852,212,15,831.15,0.53,7.08,3.92,55.41
2023-12-03,CAMP_004,Google Ads,94834,864,50,695.77,0.91,5.79,0.81,13.92
2023-10-15,CAMP_002,Instagram Ads,11250,379,30,288.71,3.37,7.92,0.76,9.62
2023-05-23,CAMP_002,Instagram Ads,79645,272,17,131.16,0.34,6.25,0.48,7.72
2023-02-16,CAMP_009,Google Ads,34844,744,48,265.0,2.14,6.45,0.36,5.52
2023-01-30,CAMP_006,Facebook Ads,99034,893,41,988.85,0.9,4.59,1.11,24.12
2023-04-07,CAMP_007,LinkedIn Ads,98259,259,28,563.52,0.26,10.81,2.18,20.13
2023-07-06,CAMP_001,Instagram Ads,65818,672,37,168.65,1.02,5.51,0.25,4.56
2023-05-24,CAMP_007,Instagram Ads,92280,99,31,54.53,0.11,31.31,0.55,1.76
2023-12-08,CAMP_010,Facebook Ads,59291,42,40,247.1,0.07,95.24,5.88,6.18
2023-01-14,CAMP_010,Instagram Ads,72004,646,45,373.51,0.9,6.97,0.58,8.3
2023-07-21,CAMP_007,Facebook Ads,26945,538,40,363.46,2.0,7.43,0.68,9.09
2023-12-26,CAMP_007,Google Ads,65944,83,49,407.52,0.13,59.04,4.91,8.32
2023-09-02,CAMP_003,Facebook Ads,61000,734,16,73.23,1.2,2.18,0.1,4.58
2023-04-15,CAMP_008,Facebook Ads,41427,301,37,403.7,0.73,12.29,1.34,10.91
2023-09-14,CAMP_003,Facebook Ads,6064,685,19,633.88,11.3,2.77,0.93,33.36
2023-11-30,CAMP_002,Google Ads,37336,370,32,741.51,0.99,8.65,2.0,23.17
2023-10-30,CAMP_008,LinkedIn Ads,76087,561,21,588.02,0.74,3.74,1.05,28.0
2023-06-19,CAMP_004,Google Ads,56564,572,49,467.45,1.01,8.57,0.82,9.54
2023-10-05,CAMP_004,Facebook Ads,38281,502,44,348.55,1.31,8.76,0.69,7.92
2023-01-06,CAMP_001,Instagram Ads,65262,917,14,68.44,1.41,1.53,0.07,4.89
2023-05-14,CAMP_005,Facebook Ads,84419,867,9,745.17,1.03,1.04,0.86,82.8
2023-05-11,CAMP_003,LinkedIn Ads,52859,841,23,947.16,1.59,2.73,1.13,41.18
2023-05-18,CAMP_003,Instagram Ads,74669,637,21,505.85,0.85,3.3,0.79,24.09
2023-05-01,CAMP_001,Google Ads,47277,263,0,243.96,0.56,0.0,0.93,
2023-02-12,CAMP_009,Facebook Ads,4569,300,49,331.42,6.57,16.33,1.1,6.76
2023-12-01,CAMP_006,Instagram Ads,14050,586,22,262.89,4.17,3.75,0.45,11.95
2023-12-02,CAMP_004,Google Ads,19691,503,4,580.12,2.55,0.8,1.15,145.03
2023-12-26,CAMP_005,Google Ads,37864,428,46,139.71,1.13,10.75,0.33,3.04
2023-08-24,CAMP_009,Google Ads,16423,819,16,181.51,4.99,1.95,0.22,11.34
2023-03-10,CAMP_007,Google Ads,61371,721,19,780.88,1.17,2.64,1.08,41.1
2023-01-22,CAMP_004,Instagram Ads,11288,479,49,170.01,4.24,10.23,0.35,3.47
2023-12-22,CAMP_009,Instagram Ads,31590,190,2,256.82,0.6,1.05,1.35,128.41
2023-10-14,CAMP_005,Google Ads,15724,487,33,180.43,3.1,6.78,0.37,5.47
2023-12-12,CAMP_007,Instagram Ads,12631,917,24,410.9,7.26,2.62,0.45,17.12
2023-10-30,CAMP_005,Facebook Ads,16419,699,41,140.03,4.26,5.87,0.2,3.42
2023-08-15,CAMP_008,LinkedIn Ads,10534,837,31,186.42,7.95,3.7,0.22,6.01
2023-05-16,CAMP_002,Google Ads,9822,690,17,119.89,7.03,2.46,0.17,7.05
2023-06-24,CAMP_002,Instagram Ads,55446,662,22,751.93,1.19,3.32,1.14,34.18
2023-08-04,CAMP_005,Google Ads,53723,579,3,652.43,1.08,0.52,1.13,217.48
2023-03-05,CAMP_010,Google Ads,43360,535,45,730.84,1.23,8.41,1.37,16.24
2023-11-02,CAMP_004,Google Ads,52915,639,0,264.45,1.21,0.0,0.41,
2023-11-11,CAMP_001,Google Ads,55454,766,30,675.95,1.38,3.92,0.88,22.53
2023-05-29,CAMP_003,Instagram Ads,6082,449,42,466.99,7.38,9.35,1.04,11.12
2023-11-19,CAMP_006,LinkedIn Ads,54801,988,45,213.21,1.8,4.55,0.22,4.74
2023-03-17,CAMP_009,Instagram Ads,1392,505,45,854.55,36.28,8.91,1.69,18.99
2023-07-17,CAMP_008,Facebook Ads,97726,854,36,434.04,0.87,4.22,0.51,12.06
2023-08-05,CAMP_005,LinkedIn Ads,74971,967,36,561.21,1.29,3.72,0.58,15.59
2023-04-14,CAMP_008,Instagram Ads,39058,252,40,576.27,0.65,15.87,2.29,14.41
2023-01-31,CAMP_003,LinkedIn Ads,50051,186,50,880.42,0.37,26.88,4.73,17.61
2023-12-13,CAMP_004,Google Ads,92568,556,32,670.53,0.6,5.76,1.21,20.95
2023-12-02,CAMP_009,LinkedIn Ads,83162,882,11,764.13,1.06,1.25,0.87,69.47
2023-04-04,CAMP_001,Instagram Ads,75491,431,43,172.88,0.57,9.98,0.4,4.02
2023-08-24,CAMP_007,Instagram Ads,93894,462,38,613.7,0.49,8.23,1.33,16.15
2023-03-02,CAMP_003,LinkedIn Ads,42220,670,44,796.15,1.59,6.57,1.19,18.09
2023-01-10,CAMP_008,Google Ads,47632,844,43,283.63,1.77,5.09,0.34,6.6
2023-06-25,CAMP_002,LinkedIn Ads,57129,134,43,624.93,0.23,32.09,4.66,14.53
2023-05-23,CAMP_006,LinkedIn Ads,49545,365,14,697.0,0.74,3.84,1.91,49.79
2023-07-21,CAMP_008,Google Ads,35715,439,34,197.41,1.23,7.74,0.45,5.81
